call_id,agent_id,org_id,installment_id,status,duration,created_ts,call_date,users_first_name,users_last_name,users_office_location,login_time,total_call_made,unique_loan,complete_call_count,complete_rate,average_call,is_present
C8141,A006,O1,L1650,no_answer,5.86,2025-04-28T03:06:00,2025-04-28,Meera,Bhatia,Chennai,11:29:00,16,16,,0.0,8.8,1
C6700,A016,O1,L1418,failed,14.06,2025-04-28T10:57:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
C3634,A004,O3,L1337,no_answer,2.15,2025-04-28T23:40:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C5722,A016,O1,L1678,no_answer,5.18,2025-04-28T18:46:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
C8451,A002,O1,L1090,failed,1.79,2025-04-28T08:36:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C2899,A011,O1,L1993,no_answer,13.88,2025-04-28T17:33:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C9889,A001,O1,L1473,no_answer,13.17,2025-04-28T01:51:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C9494,A007,O1,L1370,no_answer,3.94,2025-04-28T21:20:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C1845,A015,O2,L1208,failed,9.93,2025-04-28T18:44:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C5719,A005,O3,L1448,no_answer,12.28,2025-04-28T04:08:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C4920,A001,O1,L1726,connected,8.37,2025-04-28T10:36:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C1224,A018,O1,L1565,no_answer,7.99,2025-04-28T03:10:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C2858,A008,O1,L1472,completed,3.7,2025-04-28T22:06:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,7.0,0.2692307692307692,6.2,1
C9165,A005,O3,L1955,failed,1.49,2025-04-28T17:22:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C7807,A009,O3,L1854,no_answer,13.47,2025-04-28T16:07:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C8483,A008,O1,L1564,connected,13.52,2025-04-28T13:05:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C9327,A007,O1,L1764,connected,9.53,2025-04-28T02:22:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C7798,A009,O3,L1348,failed,5.15,2025-04-28T00:05:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C5891,A010,O3,L1857,no_answer,5.3,2025-04-28T05:04:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C9824,A015,O2,L1495,failed,10.92,2025-04-28T11:20:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C9903,A018,O1,L1386,no_answer,13.47,2025-04-28T10:59:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C4912,A007,O1,L1585,no_answer,13.32,2025-04-28T07:58:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C1715,A014,O3,L1325,no_answer,11.72,2025-04-28T13:00:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C3492,A013,O1,L1507,completed,9.67,2025-04-28T04:18:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,2.0,0.09090909090909091,6.9,1
C6439,A017,O2,L1890,completed,1.35,2025-04-28T15:01:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,2.0,0.1,6.7,1
C9617,A004,O3,L1932,no_answer,2.51,2025-04-28T00:31:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C7717,A005,O3,L1891,connected,13.49,2025-04-28T02:33:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C6383,A003,O1,L1872,no_answer,0.24,2025-04-28T10:48:00,2025-04-28,Rohan,Verma,Mumbai,10:24:00,21,21,,0.0,7.2,1
C9864,A016,O1,L1036,completed,1.61,2025-04-28T08:00:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,6.0,0.3157894736842105,8.6,1
C4727,A010,O3,L1764,completed,9.99,2025-04-28T14:48:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,7.0,0.18421052631578946,8.1,1
C2646,A004,O3,L1454,connected,0.18,2025-04-28T23:41:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C1474,A010,O3,L1047,failed,2.5,2025-04-28T01:54:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C6873,A010,O3,L1383,no_answer,8.28,2025-04-28T04:58:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C9702,A008,O1,L1421,connected,10.41,2025-04-28T05:48:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C2293,A006,O1,L1624,no_answer,9.81,2025-04-28T21:09:00,2025-04-28,Meera,Bhatia,Chennai,11:29:00,16,16,,0.0,8.8,1
C9153,A008,O1,L1934,connected,3.44,2025-04-28T07:55:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C5161,A015,O2,L1470,failed,10.71,2025-04-28T22:45:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C8622,A001,O1,L1922,failed,3.64,2025-04-28T23:07:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C3588,A018,O1,L1075,no_answer,4.95,2025-04-28T11:47:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C5901,A019,O1,L1654,no_answer,11.22,2025-04-28T23:33:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C8484,A009,O3,L1865,failed,9.78,2025-04-28T06:47:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C8916,A013,O1,L1109,connected,12.75,2025-04-28T13:01:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,,0.0,6.9,1
C6881,A019,O1,L1588,failed,9.9,2025-04-28T23:52:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C1359,A010,O3,L1849,no_answer,8.57,2025-04-28T09:22:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C1803,A001,O1,L1932,no_answer,1.5,2025-04-28T09:46:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C6772,A008,O1,L1224,connected,5.58,2025-04-28T21:11:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C3240,A009,O3,L1643,completed,4.05,2025-04-28T21:25:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,7.0,0.2692307692307692,7.4,1
C6061,A002,O1,L1807,no_answer,3.74,2025-04-28T01:08:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C6977,A019,O1,L1749,connected,14.6,2025-04-28T03:04:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C6352,A010,O3,L1765,no_answer,5.96,2025-04-28T05:59:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C3165,A007,O1,L1805,failed,13.39,2025-04-28T18:07:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C5465,A017,O2,L1850,connected,9.5,2025-04-28T08:46:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C5835,A016,O1,L1764,failed,11.94,2025-04-28T03:55:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
C2233,A015,O2,L1144,connected,7.59,2025-04-28T23:05:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C6992,A013,O1,L1092,no_answer,8.7,2025-04-28T00:28:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,,0.0,6.9,1
C9791,A009,O3,L1126,no_answer,7.44,2025-04-28T12:34:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C7242,A009,O3,L1842,failed,3.01,2025-04-28T03:41:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C8724,A008,O1,L1025,failed,10.86,2025-04-28T20:49:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C2035,A008,O1,L1650,no_answer,4.28,2025-04-28T23:55:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C7689,A010,O3,L1119,connected,0.46,2025-04-28T01:32:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C5986,A002,O1,L1504,completed,9.72,2025-04-28T03:19:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,3.0,0.13636363636363635,8.2,1
C9807,A008,O1,L1138,no_answer,2.74,2025-04-28T15:29:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C9850,A012,O3,L1429,connected,14.11,2025-04-28T14:09:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C9017,A004,O3,L1630,no_answer,14.31,2025-04-28T09:32:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C7070,A002,O1,L1222,no_answer,13.73,2025-04-28T15:10:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C6942,A008,O1,L1101,failed,5.62,2025-04-28T18:35:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C1992,A012,O3,L1407,failed,0.33,2025-04-28T06:28:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C8450,A004,O3,L1093,connected,13.93,2025-04-28T21:54:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C1349,A020,O2,L1051,failed,6.48,2025-04-28T08:18:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C4362,A005,O3,L1070,connected,14.5,2025-04-28T20:00:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C4817,A007,O1,L1336,connected,14.46,2025-04-28T20:20:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C5542,A001,O1,L1879,connected,12.81,2025-04-28T04:26:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C5106,A018,O1,L1817,connected,4.49,2025-04-28T03:45:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C3159,A001,O1,L1015,failed,5.84,2025-04-28T08:07:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C6304,A019,O1,L1016,connected,12.78,2025-04-28T09:03:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C3076,A002,O1,L1759,no_answer,4.82,2025-04-28T17:57:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C2041,A004,O3,L1487,no_answer,2.63,2025-04-28T12:21:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C2786,A017,O2,L1462,connected,8.4,2025-04-28T20:59:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C9543,A002,O1,L1308,no_answer,14.05,2025-04-28T21:57:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C1996,A001,O1,L1490,no_answer,10.47,2025-04-28T14:33:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C9032,A004,O3,L1729,no_answer,8.59,2025-04-28T02:30:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C6277,A003,O1,L1622,connected,1.55,2025-04-28T02:14:00,2025-04-28,Rohan,Verma,Mumbai,10:24:00,21,21,,0.0,7.2,1
C5505,A005,O3,L1639,failed,9.26,2025-04-28T13:00:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C9692,A020,O2,L1301,no_answer,14.85,2025-04-28T17:15:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C8048,A020,O2,L1101,completed,2.19,2025-04-28T22:20:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,7.0,0.3333333333333333,6.6,1
C4522,A018,O1,L1440,no_answer,7.82,2025-04-28T07:47:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C6553,A014,O3,L1847,no_answer,13.17,2025-04-28T13:36:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C2557,A014,O3,L1320,no_answer,11.14,2025-04-28T10:40:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C7132,A009,O3,L1976,connected,10.49,2025-04-28T23:26:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C2099,A016,O1,L1093,completed,10.57,2025-04-28T03:10:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,6.0,0.3157894736842105,8.6,1
C2582,A014,O3,L1762,failed,5.46,2025-04-28T04:26:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C1982,A018,O1,L1600,failed,4.47,2025-04-28T22:52:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C7730,A004,O3,L1362,no_answer,12.16,2025-04-28T01:45:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C6119,A010,O3,L1360,completed,12.17,2025-04-28T19:43:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,7.0,0.18421052631578946,8.1,1
C4485,A017,O2,L1158,no_answer,13.02,2025-04-28T07:39:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C6736,A004,O3,L1865,failed,13.71,2025-04-28T03:55:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C4705,A009,O3,L1826,no_answer,7.72,2025-04-28T19:08:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C1430,A020,O2,L1623,failed,7.57,2025-04-28T00:59:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C5477,A006,O1,L1719,failed,11.99,2025-04-28T11:35:00,2025-04-28,Meera,Bhatia,Chennai,11:29:00,16,16,,0.0,8.8,1
C1100,A012,O3,L1185,connected,9.78,2025-04-28T19:19:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C2140,A013,O1,L1145,completed,10.56,2025-04-28T03:07:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,2.0,0.09090909090909091,6.9,1
C4524,A017,O2,L1385,no_answer,11.96,2025-04-28T15:29:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C3578,A011,O1,L1378,failed,13.36,2025-04-28T11:04:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C2391,A019,O1,L1904,completed,5.14,2025-04-28T05:18:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,6.0,0.23076923076923078,7.1,1
C1815,A006,O1,L1690,completed,5.7,2025-04-28T09:17:00,2025-04-28,Meera,Bhatia,Chennai,11:29:00,16,16,2.0,0.125,8.8,1
C7947,A015,O2,L1497,no_answer,1.5,2025-04-28T14:08:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C4531,A009,O3,L1773,completed,8.72,2025-04-28T11:46:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,7.0,0.2692307692307692,7.4,1
C2816,A014,O3,L1290,no_answer,0.64,2025-04-28T17:59:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C1744,A010,O3,L1225,no_answer,7.04,2025-04-28T20:27:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C1125,A002,O1,L1209,failed,8.19,2025-04-28T07:12:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C5186,A005,O3,L1296,failed,4.37,2025-04-28T04:05:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C9149,A001,O1,L1764,no_answer,8.9,2025-04-28T05:59:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C7229,A005,O3,L1545,connected,0.55,2025-04-28T17:04:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C6802,A018,O1,L1073,no_answer,0.66,2025-04-28T01:26:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C1307,A014,O3,L1470,completed,12.36,2025-04-28T10:41:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,10.0,0.3448275862068966,7.5,1
C8033,A019,O1,L1587,no_answer,5.47,2025-04-28T21:51:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C5743,A014,O3,L1117,no_answer,1.99,2025-04-28T00:42:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C3815,A011,O1,L1820,no_answer,7.88,2025-04-28T23:32:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C2443,A012,O3,L1447,completed,11.57,2025-04-28T08:18:00,2025-04-28,Ishita,Nair,Chennai,,20,20,5.0,0.25,7.1,0
C7560,A014,O3,L1536,completed,3.32,2025-04-28T13:30:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,10.0,0.3448275862068966,7.5,1
C6562,A010,O3,L1226,failed,9.38,2025-04-28T05:44:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C9363,A003,O1,L1648,completed,1.37,2025-04-28T18:06:00,2025-04-28,Rohan,Verma,Mumbai,10:24:00,21,21,8.0,0.38095238095238093,7.2,1
C4176,A017,O2,L1927,failed,0.87,2025-04-28T11:59:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C4871,A005,O3,L1105,connected,8.02,2025-04-28T08:44:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C3842,A007,O1,L1616,connected,8.16,2025-04-28T22:22:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C3902,A003,O1,L1974,no_answer,9.6,2025-04-28T15:50:00,2025-04-28,Rohan,Verma,Mumbai,10:24:00,21,21,,0.0,7.2,1
C8354,A019,O1,L1697,failed,10.92,2025-04-28T21:24:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C3473,A011,O1,L1450,completed,14.64,2025-04-28T16:00:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,5.0,0.22727272727272727,9.1,1
C5961,A015,O2,L1815,failed,7.79,2025-04-28T20:11:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C6766,A002,O1,L1519,completed,4.91,2025-04-28T10:35:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,3.0,0.13636363636363635,8.2,1
C8404,A015,O2,L1038,completed,11.95,2025-04-28T12:35:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,4.0,0.14285714285714285,8.5,1
C2257,A010,O3,L1660,completed,4.14,2025-04-28T20:59:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,7.0,0.18421052631578946,8.1,1
C9307,A020,O2,L1393,no_answer,6.64,2025-04-28T19:48:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C1672,A018,O1,L1460,connected,1.27,2025-04-28T10:58:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C8792,A020,O2,L1513,connected,0.48,2025-04-28T02:06:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C2695,A015,O2,L1830,failed,14.44,2025-04-28T02:52:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C3827,A017,O2,L1040,connected,12.56,2025-04-28T14:56:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C9586,A015,O2,L1535,connected,10.47,2025-04-28T12:25:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C5634,A012,O3,L1396,no_answer,6.19,2025-04-28T11:32:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C1857,A020,O2,L1808,failed,2.68,2025-04-28T02:14:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C2548,A011,O1,L1571,no_answer,2.43,2025-04-28T09:41:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C3463,A009,O3,L1341,completed,3.83,2025-04-28T19:53:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,7.0,0.2692307692307692,7.4,1
C6731,A005,O3,L1317,no_answer,8.28,2025-04-28T04:24:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C2388,A020,O2,L1317,no_answer,10.75,2025-04-28T21:57:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C3093,A011,O1,L1686,completed,9.94,2025-04-28T22:03:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,5.0,0.22727272727272727,9.1,1
C9331,A014,O3,L1370,completed,4.27,2025-04-28T12:22:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,10.0,0.3448275862068966,7.5,1
C3953,A010,O3,L1973,connected,14.33,2025-04-28T11:39:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C4145,A016,O1,L1231,connected,11.09,2025-04-28T05:17:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
C5846,A003,O1,L1864,completed,8.36,2025-04-28T17:19:00,2025-04-28,Rohan,Verma,Mumbai,10:24:00,21,21,8.0,0.38095238095238093,7.2,1
C9626,A018,O1,L1038,failed,9.21,2025-04-28T21:05:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C7172,A005,O3,L1157,connected,6.35,2025-04-28T06:10:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C3712,A020,O2,L1738,no_answer,3.79,2025-04-28T01:29:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C6968,A014,O3,L1692,connected,5.4,2025-04-28T15:09:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C5668,A020,O2,L1770,no_answer,11.39,2025-04-28T07:59:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C4918,A018,O1,L1316,no_answer,0.31,2025-04-28T06:37:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C8218,A012,O3,L1472,failed,1.83,2025-04-28T13:02:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C9641,A017,O2,L1428,connected,0.79,2025-04-28T06:48:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C3267,A020,O2,L1893,failed,0.71,2025-04-28T01:46:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C7081,A016,O1,L1567,completed,12.85,2025-04-28T17:36:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,6.0,0.3157894736842105,8.6,1
C5670,A004,O3,L1085,connected,10.58,2025-04-28T09:18:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C9410,A015,O2,L1150,no_answer,7.17,2025-04-28T03:07:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C8391,A008,O1,L1905,failed,1.56,2025-04-28T00:54:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C1872,A014,O3,L1405,failed,7.43,2025-04-28T08:02:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C2337,A013,O1,L1383,connected,7.15,2025-04-28T00:57:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,,0.0,6.9,1
C2623,A011,O1,L1859,failed,2.68,2025-04-28T04:59:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C1627,A005,O3,L1293,no_answer,6.56,2025-04-28T23:45:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C8685,A005,O3,L1459,completed,6.04,2025-04-28T02:42:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,4.0,0.14285714285714285,7.2,0
C5193,A001,O1,L1220,connected,9.28,2025-04-28T18:43:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C9647,A020,O2,L1433,completed,9.56,2025-04-28T09:50:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,7.0,0.3333333333333333,6.6,1
C5934,A008,O1,L1124,completed,0.78,2025-04-28T08:08:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,7.0,0.2692307692307692,6.2,1
C8489,A014,O3,L1064,completed,5.68,2025-04-28T17:03:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,10.0,0.3448275862068966,7.5,1
C9782,A020,O2,L1016,connected,9.43,2025-04-28T04:54:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C8032,A010,O3,L1001,failed,7.6,2025-04-28T08:12:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C7825,A019,O1,L1191,completed,12.86,2025-04-28T17:52:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,6.0,0.23076923076923078,7.1,1
C2108,A012,O3,L1976,completed,9.91,2025-04-28T13:19:00,2025-04-28,Ishita,Nair,Chennai,,20,20,5.0,0.25,7.1,0
C1713,A016,O1,L1650,no_answer,2.53,2025-04-28T12:44:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
